COM,name of commune,global score,dpt score,region score,dept name,dept number,region name,Acces aux interfaces numériques,Acces a l’information,Compétences Administratives,Competences numériques/Scolaires
35128,Guipel,"88,760876605","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"98,783953197","86,76097399","89,824103151","85,217627651"
35130,Hédé-Bazouges,"80,134079689","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"108,603798115","74,60702601","83,2789582","69,853834901"
35131,L'Hermitage,"92,409826507","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"104,304220644","78,114618142","104,208238844","94,858631636"
35132,Hirel,"97,521548247","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"92,739390856","97,894141772","71,658222597","112,471696244"
35133,Iffendic,"79,915710335","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"99,031898593","68,67346704","83,613442879","79,750993228"
35134,Les Iffs,"66,94523386","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"108,162696754","31,617060248","84,152409698","73,061088105"
35135,Irodouër,"76,953428837","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"99,961345591","65,352721439","84,547792711","73,25299592"
35136,Janzé,"92,6375887005","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"99,453904908","78,404442548","101,720021019","98,9213605905"
35137,Javené,"82,434992719","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"99,858383247","59,512827798","94,782828731","90,47154437"
35138,Laignelet,"81,538009768","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"99,754685735","47,964157067","78,22354822","107,660755261"
35139,Laillé,"78,619233996","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"114,112921948","66,33471583","93,866790211","65,533130078"
35140,Lalleu,"92,833881543","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"84,402133538","89,939776013","100,228105701","96,246748997"
35141,Landavran,"65,897437526","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"102,51845661","51,486325518","97,567271308","46,163123101"
35142,Landéan,"85,343803552","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"94,152388912","62,511995178","76,260938913","108,312751564"
35143,Landujan,"78,723481765","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"98,553837582","72,600271934","96,226620195","66,179944472"
35144,Langan,"85,283131567","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"104,973998236","93,526140435","80,210095143","69,731207575"
35145,Langon,"90,643965481","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"86,727492223","88,222937228","72,930919528","103,879753339"
35146,Langouet,"78,138705985","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"100,909261207","83,761843417","72,42752277","63,985882551"
35147,Lanhélin,"85,102315901","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"91,370200121","72,153331864","92,179233436","91,37889906"
35148,Lanrigan,"76,869646324","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"81,060500534","70,580486242","87,50335399","75,746525469"
35149,Lassy,"64,582533365","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"108,784881831","37,517397837","83,615082071","60,030220308"
35150,Lécousse,"84,315424611","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"106,649486929","52,099567996","76,936940656","109,053492046"
35151,Lieuron,"82,537346309","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"95,834166076","68,801096746","89,311274527","86,23822188"
35152,Liffré,"88,8251876426667","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"111,805961833","85,674127686","89,6755391356667","80,0606847576667"
35153,Lillemer,"79,746950673","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"98,305242141","68,263530682","83,81924925","79,915075641"
35154,Livré-sur-Changeon,"77,506313303","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"100,402563031","47,973446471","80,755191029","93,966616408"
35155,Lohéac,"71,292369856","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"100,844593026","50,030828119","85,70866214","70,569653866"
35156,Longaulnay,"77,714476145","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"97,055648419","66,439772628","85,385504218","75,483079488"
35157,Le Loroux,"80,326191331","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"91,020395134","54,701452773","77,532465215","102,000691044"
35159,Lourmais,"82,141532751","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"103,87867391","56,503760361","83,452724664","96,255138605"
35160,Loutehel,"95,190044503","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"89,447694665","84,269535443","101,092548089","106,03047669"
35161,Louvigné-de-Bais,"75,384561533","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"99,246897654","48,401188915","101,6081727","77,324960507"
35162,Louvigné-du-Désert,"110,482090055","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"90,358957588","95,268606054","71,754544398","155,120913118"
35163,Luitré,"91,603947429","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"95,972048103","70,806587722","75,89801605","118,070222489"
35164,Marcillé-Raoul,"96,052164506","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"89,374564703","99,571490184","80,501814589","103,646813688"
35165,Marcillé-Robert,"86,203469867","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"96,810527619","47,402587567","62,514151231","131,545482608"
35166,Marpiré,"75,552094115","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"102,205622882","61,987652716","103,315953256","61,907841561"
35167,Martigné-Ferchaud,"104,300296872","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"91,193063101","80,200296372","73,468958659","150,369583365"
35168,Val d'Anast,"98,39563933","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"93,178947857","97,247319868","74,542607102","114,078820644"
35169,Maxent,"84,592895168","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"98,21353949","69,438953826","89,214123712","90,625900077"
35170,Mecé,"82,08776719","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"91,902965439","47,074150714","106,671892488","99,901721892"
35171,Médréac,"93,359029463","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"96,943028277","84,364002799","88,674126977","102,904507962"
35172,Meillac,"76,060427006","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"91,27838139","46,164777296","88,829162384","91,962731836"
35173,Melesse,"87,7591309105","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"115,859528563","77,87096089","95,6591638335","79,6470856435"
35174,Mellé,"105,996416396","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"87,74724892","105,068939385","84,048163331","127,022603675"
35175,Mernel,"95,394468129","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"97,984863259","95,810933708","72,556173871","105,101952113"
35176,Guipry-Messac,"95,198370631","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"94,722802619","88,747106292","89,441951897","104,765628343"
35177,La Mézière,"85,362405586","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"115,928402284","89,287793923","107,707875105","54,98128414"
35178,Mézières-sur-Couesnon,"77,197745584","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"99,147977899","73,748261186","83,194283444","66,673844894"
35179,Miniac-Morvan,"91,245859629","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"96,241061893","85,867182031","100,90322941","89,298251203"
35180,Miniac-sous-Bécherel,"78,065407016","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"100,410920741","70,920397241","84,053546435","71,043590221"
35181,Le Minihic-sur-Rance,"98,225009141","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"114,435428952","85,517352756","63,55761536","120,161152512"
35183,Mondevert,"74,889245737","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"100,868273204","46,830793098","99,041998878","77,881808071"
35184,Montauban-de-Bretagne,"96,656687652","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"102,988113479","84,546047749","103,220149211","102,319883861"
35185,Montautour,"80,212053519","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"92,539873241","86,024500021","62,541582162","77,070932834"
35186,Mont-Dol,"89,867644145","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"96,574886629","60,190486672","80,359447021","120,945278938"
35187,Monterfil,"74,71818778","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"102,093327762","59,964800664","72,241885151","77,022156219"
35188,Montfort-sur-Meu,"91,9642554186667","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"106,665879346","88,035579081","96,4826478746667","86,2829235633333"
35189,Montgermont,"102,260465016","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"118,224450945","112,691482322","109,877638947","80,03886778"
35190,Monthault,"91,603059013","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"80,157751776","71,842016789","89,235221781","118,270673471"
35191,Les Portes du Coglais,"85,397742568","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"94,292960951","56,292310592","89,95953946","107,774666906"
35192,Montreuil-des-Landes,"99,18218869","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"86,161025212","117,180352438","68,808930348","102,881235853"
35193,Montreuil-le-Gast,"67,955520803","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"112,207364071","39,448172245","84,314839588","66,157288334"
35194,Montreuil-sous-Pérouse,"67,313036974","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"108,364953336","31,502484384","78,83100732","76,83864621"
35195,Montreuil-sur-Ille,"88,003562453","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"98,905517249","90,05826304","81,643568065","83,67788166"
35196,Mordelles,"89,596806211","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"104,776276485","74,1272081663333","93,672880108","95,4386321696667"
35197,Mouazé,"60,847809449","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"111,236298177","44,059731552","77,762925614","43,984084898"
35198,Moulins,"86,200860023","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"97,918094442","96,583472055","90,732806957","67,693657315"
35199,Moussé,"62,980910884","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"97,246598876","23,094200529","104,360060711","65,045202329"
35200,Moutiers,"70,552188635","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"96,840321308","48,419904623","82,117877755","73,757561752"
35201,Muel,"90,155796941","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"92,571698318","94,548652052","79,060358338","90,102710444"
35202,La Noë-Blanche,"83,647940197","84,9161852868348","90,9674275169347",ILLE ET VILAINE,35,BRETAGNE,"91,44976802","66,477557443","90,19773879","93,642509743"
